timestamp,node_a,node_b,bilateral_balance,trade_count,utilization_pct
2026-03-13T07:24:39Z,node-003,caa79c473fbaa0f9,1.0,1,60.9
2026-03-13T07:24:39Z,node-003,b08bd4dd08076dc9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,c1a9a2545f85900f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,62f9d4e416d294b6,1.0,3,60.9
2026-03-13T07:24:39Z,node-003,f56f28e4ea655111,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,3c3ea80dc47f6292,1.0,1,60.9
2026-03-13T07:24:39Z,node-003,06d55dea6fe7789b,0.0,2,65.2
2026-03-13T07:24:39Z,node-003,e39475be70daa5ad,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,6256e5d94a25f063,1.0,1,60.9
2026-03-13T07:24:39Z,node-003,d66d8bf50f6fc2f9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,5b4f3b6e6dc619e9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,376a828c9dde5ba8,0.0,2,65.2
2026-03-13T07:24:39Z,node-003,a8e9ec576821074b,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,0a199af7c36d7c3f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-003,c7e2e6750e9e8e37,-2.0,2,73.9
2026-03-13T07:24:39Z,node-003,5149216a889566cc,-2.0,2,73.9
2026-03-13T07:24:39Z,node-003,3cf8460a6306aeff,-1.0,1,69.6
2026-03-13T07:24:39Z,node-007,076c5ab2fa410bcf,-4.0,10,82.6
2026-03-13T07:24:39Z,node-007,c1a9a2545f85900f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-007,c53f3d1b9d09afb5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-007,42fa2b2b58c46dd2,2.0,2,56.5
2026-03-13T07:24:39Z,node-007,b5a8fbf8cd2c4579,-1.0,1,69.6
2026-03-13T07:24:39Z,node-007,92add5d340660e1a,2.0,2,56.5
2026-03-13T07:24:39Z,node-007,f31bcc9aa3ebf1ea,-8.0,8,100.0
2026-03-13T07:24:39Z,node-008,076c5ab2fa410bcf,-1.0,22,69.6
2026-03-13T07:24:39Z,node-008,9e000657a3c77172,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,6aecef6e82bd1b2e,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,5149216a889566cc,1.0,1,60.9
2026-03-13T07:24:39Z,node-008,19e76ccb9f7fe020,1.0,3,60.9
2026-03-13T07:24:39Z,node-008,f2706f28459e991f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,378491cdd3b480b5,-2.0,2,73.9
2026-03-13T07:24:39Z,node-008,bbd2e3dba149f9f3,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,735e53d4e9895d11,1.0,1,60.9
2026-03-13T07:24:39Z,node-008,73e261d1321e0cc5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,e8e8d755fc82c249,1.0,1,60.9
2026-03-13T07:24:39Z,node-008,b5a8fbf8cd2c4579,0.0,2,65.2
2026-03-13T07:24:39Z,node-008,85a974d78ecb9574,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,46e3ccb8fd33a41f,1.0,1,60.9
2026-03-13T07:24:39Z,node-008,64158b5444a6035c,-8.0,8,100.0
2026-03-13T07:24:39Z,node-008,8dcc5a96235378bf,-2.0,2,73.9
2026-03-13T07:24:39Z,node-008,5b4f3b6e6dc619e9,1.0,1,60.9
2026-03-13T07:24:39Z,node-008,b4f49dd6f0d66687,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,9eca3a7f27a9421f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-008,7b00a574285e3b50,-1.0,1,69.6
2026-03-13T07:24:39Z,node-009,0c8d0b01a638eb59,1.0,1,60.9
2026-03-13T07:24:39Z,node-009,fefff8a8b3d62c74,-6.0,6,91.3
2026-03-13T07:24:39Z,node-009,4806ad0a6313236c,2.0,2,56.5
2026-03-13T07:24:39Z,node-010,076c5ab2fa410bcf,0.0,16,65.2
2026-03-13T07:24:39Z,node-010,79c4bfde31ec8a4d,-2.0,2,73.9
2026-03-13T07:24:39Z,node-010,9fcb52b5fed3eb1e,0.0,2,65.2
2026-03-13T07:24:39Z,node-010,f190822dbc4c6465,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,626519f0418eb222,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,73e261d1321e0cc5,2.0,2,56.5
2026-03-13T07:24:39Z,node-010,4e08d311b0f0d7c1,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,226b8f11d0af2a61,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,b08bd4dd08076dc9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,db64d1b2cae875af,2.0,2,56.5
2026-03-13T07:24:39Z,node-010,d4c051cdb11067bc,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,5b4f3b6e6dc619e9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,70fb83bf442df8e9,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,bbd2e3dba149f9f3,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,2bf188a3f0169d57,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,c53f3d1b9d09afb5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,a8e9ec576821074b,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,4b94394e75b0f9ce,-1.0,1,69.6
2026-03-13T07:24:39Z,node-010,e39475be70daa5ad,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,caa79c473fbaa0f9,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,376a828c9dde5ba8,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,b5af3415313dfa0f,1.0,1,60.9
2026-03-13T07:24:39Z,node-010,fda542884c98c382,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,076c5ab2fa410bcf,0.0,32,65.2
2026-03-13T07:24:39Z,node-017,ca7a5f7bbab7b3e0,0.0,2,65.2
2026-03-13T07:24:39Z,node-017,5149216a889566cc,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,d66d8bf50f6fc2f9,0.0,2,65.2
2026-03-13T07:24:39Z,node-017,201f4c87ab2d3e4e,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,9fcb52b5fed3eb1e,2.0,2,56.5
2026-03-13T07:24:39Z,node-017,0c8d0b01a638eb59,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,376a828c9dde5ba8,-2.0,2,73.9
2026-03-13T07:24:39Z,node-017,caa79c473fbaa0f9,0.0,2,65.2
2026-03-13T07:24:39Z,node-017,9e000657a3c77172,-2.0,2,73.9
2026-03-13T07:24:39Z,node-017,378491cdd3b480b5,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,f2706f28459e991f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,5ca421222954c3d8,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,c53f3d1b9d09afb5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,3c3ea80dc47f6292,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,626519f0418eb222,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,0f0c0520c5b0b60a,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,fda542884c98c382,0.0,2,65.2
2026-03-13T07:24:39Z,node-017,8dcc5a96235378bf,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,4e08d311b0f0d7c1,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,c1a9a2545f85900f,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,5b4f3b6e6dc619e9,1.0,1,60.9
2026-03-13T07:24:39Z,node-017,3cf8460a6306aeff,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,ec7139baf01eeb34,-1.0,1,69.6
2026-03-13T07:24:39Z,node-017,8658df222ae9b455,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,5149216a889566cc,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,076c5ab2fa410bcf,-4.0,25,82.6
2026-03-13T07:24:39Z,node-018,714b8e9c0dba83e2,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,28ca6e72239e128d,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,73e261d1321e0cc5,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,c1a9a2545f85900f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,a8e9ec576821074b,0.0,2,65.2
2026-03-13T07:24:39Z,node-018,626519f0418eb222,0.0,2,65.2
2026-03-13T07:24:39Z,node-018,c53f3d1b9d09afb5,0.0,2,65.2
2026-03-13T07:24:39Z,node-018,db64d1b2cae875af,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,92add5d340660e1a,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,ca7a5f7bbab7b3e0,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,9fcb52b5fed3eb1e,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,644522e433d8ff8e,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,b4f49dd6f0d66687,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,06d55dea6fe7789b,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,b08bd4dd08076dc9,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,6aecef6e82bd1b2e,-3.0,3,78.3
2026-03-13T07:24:39Z,node-018,0f0c0520c5b0b60a,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,8aa5a02da0e50ec5,1.0,1,60.9
2026-03-13T07:24:39Z,node-018,19e76ccb9f7fe020,-1.0,1,69.6
2026-03-13T07:24:39Z,node-018,b5a8fbf8cd2c4579,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,201f4c87ab2d3e4e,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,6aecef6e82bd1b2e,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,076c5ab2fa410bcf,-4.0,39,82.6
2026-03-13T07:24:39Z,node-019,d06e989fdef9c055,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,f2706f28459e991f,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,3cf8460a6306aeff,0.0,2,65.2
2026-03-13T07:24:39Z,node-019,48e20dbf01d284f8,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,e8e8d755fc82c249,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,626519f0418eb222,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,162a314fac2ce041,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,4b94394e75b0f9ce,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,d66d8bf50f6fc2f9,-5.0,5,87.0
2026-03-13T07:24:39Z,node-019,73e261d1321e0cc5,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,62f9d4e416d294b6,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,db64d1b2cae875af,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,4f7e16680a26fac8,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,e9b9786b50383f1a,0.0,2,65.2
2026-03-13T07:24:39Z,node-019,e39475be70daa5ad,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,1698944728fc72fc,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,07f7f8404b1cc28a,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,8aa5a02da0e50ec5,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,46e3ccb8fd33a41f,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,b5af3415313dfa0f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,5ca421222954c3d8,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,6256e5d94a25f063,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,28ca6e72239e128d,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,f56f28e4ea655111,-1.0,1,69.6
2026-03-13T07:24:39Z,node-019,038e998c0d638b2d,-2.0,2,73.9
2026-03-13T07:24:39Z,node-019,8dcc5a96235378bf,1.0,1,60.9
2026-03-13T07:24:39Z,node-019,9fcb52b5fed3eb1e,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,fda542884c98c382,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,076c5ab2fa410bcf,-5.0,25,87.0
2026-03-13T07:24:39Z,node-020,e39475be70daa5ad,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,62f9d4e416d294b6,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,9e000657a3c77172,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,ca7a5f7bbab7b3e0,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,c1a9a2545f85900f,0.0,2,65.2
2026-03-13T07:24:39Z,node-020,557c350edddcb9d4,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,714b8e9c0dba83e2,0.0,2,65.2
2026-03-13T07:24:39Z,node-020,29d8c1daac531b24,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,ec7139baf01eeb34,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,a8e9ec576821074b,0.0,2,65.2
2026-03-13T07:24:39Z,node-020,5ca421222954c3d8,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,e8e8d755fc82c249,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,46e3ccb8fd33a41f,2.0,2,56.5
2026-03-13T07:24:39Z,node-020,5149216a889566cc,0.0,2,65.2
2026-03-13T07:24:39Z,node-020,f56f28e4ea655111,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,0c8d0b01a638eb59,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,644522e433d8ff8e,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,d66d8bf50f6fc2f9,0.0,2,65.2
2026-03-13T07:24:39Z,node-020,d4c051cdb11067bc,2.0,2,56.5
2026-03-13T07:24:39Z,node-020,c53f3d1b9d09afb5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,79c4bfde31ec8a4d,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,201f4c87ab2d3e4e,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,9eca3a7f27a9421f,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,3d5001590b1e1ce5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,4e08d311b0f0d7c1,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,226b8f11d0af2a61,1.0,1,60.9
2026-03-13T07:24:39Z,node-020,73e261d1321e0cc5,-1.0,1,69.6
2026-03-13T07:24:39Z,node-020,e9b9786b50383f1a,-2.0,2,73.9
2026-03-13T07:24:57Z,node-001,0c8d0b01a638eb59,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,076c5ab2fa410bcf,-3.0,11,78.3
2026-03-13T07:24:57Z,node-001,d66d8bf50f6fc2f9,1.0,1,60.9
2026-03-13T07:24:57Z,node-001,557c350edddcb9d4,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,626519f0418eb222,2.0,2,56.5
2026-03-13T07:24:57Z,node-001,376a828c9dde5ba8,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,8dcc5a96235378bf,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,201f4c87ab2d3e4e,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,d06e989fdef9c055,-1.0,1,69.6
2026-03-13T07:24:57Z,node-001,85a974d78ecb9574,4.0,4,47.8
2026-03-13T07:24:57Z,node-001,48e20dbf01d284f8,-8.0,7,100.0
2026-03-13T07:24:57Z,node-002,bbd2e3dba149f9f3,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,076c5ab2fa410bcf,-7.0,33,95.7
2026-03-13T07:24:57Z,node-002,a8e9ec576821074b,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,4806ad0a6313236c,-2.0,2,73.9
2026-03-13T07:24:57Z,node-002,64158b5444a6035c,-1.0,3,69.6
2026-03-13T07:24:57Z,node-002,b5a8fbf8cd2c4579,2.0,2,56.5
2026-03-13T07:24:57Z,node-002,46e3ccb8fd33a41f,-2.0,2,73.9
2026-03-13T07:24:57Z,node-002,07f7f8404b1cc28a,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,0f0c0520c5b0b60a,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,626519f0418eb222,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,644522e433d8ff8e,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,8db4b5101216d407,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,62f9d4e416d294b6,2.0,2,56.5
2026-03-13T07:24:57Z,node-002,19e76ccb9f7fe020,-5.0,5,87.0
2026-03-13T07:24:57Z,node-002,0a199af7c36d7c3f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,557c350edddcb9d4,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,e39475be70daa5ad,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,b5af3415313dfa0f,1.0,3,60.9
2026-03-13T07:24:57Z,node-002,6aecef6e82bd1b2e,1.0,1,60.9
2026-03-13T07:24:57Z,node-002,c1a9a2545f85900f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,162a314fac2ce041,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,02a511779a65722a,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,06d55dea6fe7789b,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,9fcb52b5fed3eb1e,-1.0,1,69.6
2026-03-13T07:24:57Z,node-002,de16fbf95094f45a,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,076c5ab2fa410bcf,-4.0,27,82.6
2026-03-13T07:24:57Z,node-003,bbd2e3dba149f9f3,-2.0,2,73.9
2026-03-13T07:24:57Z,node-003,e8e8d755fc82c249,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,557c350edddcb9d4,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,61926b2d34c73906,0.0,2,65.2
2026-03-13T07:24:57Z,node-003,714b8e9c0dba83e2,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,c53f3d1b9d09afb5,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,46e3ccb8fd33a41f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,9eca3a7f27a9421f,0.0,2,65.2
2026-03-13T07:24:57Z,node-003,ca7a5f7bbab7b3e0,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,28ca6e72239e128d,-2.0,2,73.9
2026-03-13T07:24:57Z,node-003,ec7139baf01eeb34,-2.0,2,73.9
2026-03-13T07:24:57Z,node-003,4806ad0a6313236c,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,226b8f11d0af2a61,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,1698944728fc72fc,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,84283568e01edbb0,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,caa79c473fbaa0f9,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,b08bd4dd08076dc9,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,c1a9a2545f85900f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,62f9d4e416d294b6,1.0,3,60.9
2026-03-13T07:24:57Z,node-003,f56f28e4ea655111,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,3c3ea80dc47f6292,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,06d55dea6fe7789b,0.0,2,65.2
2026-03-13T07:24:57Z,node-003,e39475be70daa5ad,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,6256e5d94a25f063,1.0,1,60.9
2026-03-13T07:24:57Z,node-003,d66d8bf50f6fc2f9,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,5b4f3b6e6dc619e9,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,376a828c9dde5ba8,0.0,2,65.2
2026-03-13T07:24:57Z,node-003,a8e9ec576821074b,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,0a199af7c36d7c3f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-003,c7e2e6750e9e8e37,-2.0,2,73.9
2026-03-13T07:24:57Z,node-003,5149216a889566cc,-2.0,2,73.9
2026-03-13T07:24:57Z,node-003,3cf8460a6306aeff,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,2bf188a3f0169d57,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,076c5ab2fa410bcf,0.0,13,65.2
2026-03-13T07:24:57Z,node-004,48e20dbf01d284f8,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,fefff8a8b3d62c74,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,d66d8bf50f6fc2f9,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,70fb83bf442df8e9,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,28ca6e72239e128d,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,e8e8d755fc82c249,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,376a828c9dde5ba8,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,06d55dea6fe7789b,-2.0,2,73.9
2026-03-13T07:24:57Z,node-004,e816abd83e157018,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,9fcb52b5fed3eb1e,0.0,2,65.2
2026-03-13T07:24:57Z,node-004,42fa2b2b58c46dd2,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,e9b9786b50383f1a,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,18bb3b4687df955f,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,d06e989fdef9c055,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,0f0c0520c5b0b60a,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,62f9d4e416d294b6,-1.0,1,69.6
2026-03-13T07:24:57Z,node-004,ca7a5f7bbab7b3e0,2.0,2,56.5
2026-03-13T07:24:57Z,node-004,85a974d78ecb9574,2.0,2,56.5
2026-03-13T07:24:57Z,node-004,b5af3415313dfa0f,1.0,1,60.9
2026-03-13T07:24:57Z,node-004,0c8d0b01a638eb59,-8.0,8,100.0
2026-03-13T07:24:57Z,node-005,4f7e16680a26fac8,-8.0,8,100.0
2026-03-13T07:24:57Z,node-005,c7e2e6750e9e8e37,1.0,1,60.9
2026-03-13T07:24:57Z,node-005,caa79c473fbaa0f9,2.0,2,56.5
2026-03-13T07:24:57Z,node-006,076c5ab2fa410bcf,-7.0,17,95.7
2026-03-13T07:24:57Z,node-006,8dcc5a96235378bf,2.0,2,56.5
2026-03-13T07:24:57Z,node-006,46e3ccb8fd33a41f,1.0,1,60.9
2026-03-13T07:24:57Z,node-006,f2706f28459e991f,1.0,1,60.9
2026-03-13T07:24:57Z,node-006,557c350edddcb9d4,-1.0,1,69.6
2026-03-13T07:24:57Z,node-006,64158b5444a6035c,1.0,1,60.9
2026-03-13T07:24:57Z,node-006,19e76ccb9f7fe020,-1.0,1,69.6
2026-03-13T07:24:57Z,node-006,e8e8d755fc82c249,1.0,1,60.9
2026-03-13T07:24:57Z,node-006,ca7a5f7bbab7b3e0,-1.0,1,69.6
2026-03-13T07:24:57Z,node-006,8aa5a02da0e50ec5,-1.0,1,69.6
